Flow;FT616 Packed Tower Water Flow (41);10.04.2025 22:53:51.497;0.00014667
Flow;FT617 Weir Water Flow;10.04.2025 22:53:51.497;0.00015833
None;Equipment Status (2);10.04.2025 22:53:51.497;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 23:53:50.820;0.00014
Flow;FT617 Weir Water Flow;10.04.2025 23:53:50.820;0.00015
None;Equipment Status (2);10.04.2025 23:53:50.820;2
Flow;FT616 Packed Tower Water Flow (41);11.04.2025 00:53:52.587;0.00014833
Flow;FT617 Weir Water Flow;11.04.2025 00:53:52.587;0.00015833
None;Equipment Status (2);11.04.2025 00:53:52.587;2
Flow;FT616 Packed Tower Water Flow (41);11.04.2025 01:53:52.917;0.00015
Flow;FT617 Weir Water Flow;11.04.2025 01:53:52.917;0.00015833
None;Equipment Status (2);11.04.2025 01:53:52.917;2
Flow;FT616 Packed Tower Water Flow (41);11.04.2025 02:53:55.417;0.00014667
Flow;FT617 Weir Water Flow;11.04.2025 02:53:55.417;0.00015833
None;Equipment Status (2);11.04.2025 02:53:55.417;2
Flow;FT616 Packed Tower Water Flow (41);11.04.2025 03:53:54.090;0.00014667
